similarity,match_budget,match_location,match_duration,match_rating,label,tour_name,timestamp
0.0,1,0,1,1,0,Tour Nha Trang 3N3Đ: HCM - Bình Hưng - Nha Trang - Nhà Hát Đó - BBQ Hải Sản,2025-07-30T00:25:36.036524
0.0,1,0,0,1,0,Tour Bình Hưng 2N2Đ: Ninh Chữ - Vĩnh Hy - San Hô - BBQ Hải Sản,2025-07-30T00:25:36.037575
0.0,0,0,1,0,0,Tour Xe Lửa Cao Cấp Nha Trang 3N4Đ: Du Thuyền Đế Vương Trên Vịnh - City Tour,2025-07-30T00:25:36.038586
0.0,1,0,0,1,0,Tour Bình Hưng - Bình Ba 2N2Đ: Ngắm San Hô - BBQ Hải Sản Tôm Hùm - Vườn Nho - Đồi Cừu Suối Tiên,2025-07-30T00:25:36.039989
0.0,1,0,0,1,0,Tour Bình Ba 2N2Đ: Khám Phá Vương Quốc Tôm Hùm,2025-07-30T00:25:36.041588
0.0,0,0,0,0,0,Tour Nha Trang 4N3Đ: Hà Nội - Nha Trang - Bãi Tranh - Freeday - Vinwonder (Option),2025-07-30T00:25:36.043029
0.114,1,0,1,0,0,Tour Nha Trang 3N3Đ: HCM - Vịnh San Hô - Biển Nhũ Tiên - VinWonders (Option),2025-07-30T00:25:36.044145
0.119,1,0,0,1,0,Tour Điệp Sơn - Dốc Lết Trong Ngày: Tour Con Đường Trên Biển,2025-07-30T00:25:36.045196
0.0,1,0,0,1,0,Tour 3 Đảo VIP Trong Ngày: Nha Trang - Bãi Tranh - Làng Chài - Hòn Tằm,2025-07-30T00:25:36.046199
0.0,1,0,1,0,0,Tour Nha Trang 3N3Đ: HCM - Bãi Sỏi - Vịnh San Hô - Vinpearl Harbour,2025-07-30T00:25:36.047230
0.0,0,0,0,0,0,Tour Đà Lạt - Nha Trang 4N3Đ (Đón Từ Đà Lạt): Tham Quan Dinh Bảo Đại & VinWonders (KS 3*),2025-07-30T00:25:36.048309
0.108,1,0,0,1,0,Tour Cao Cấp Nha Trang 2N2Đ: Biển Đảo Nha Trang (Xe Giường Nằm),2025-07-30T00:25:36.049464
0.128,1,0,0,0,0,Tour Lặn Biển Nha Trang Trong Ngày: Khám Phá Đại Dương Xanh,2025-07-30T00:25:36.050498
0.0,1,0,0,1,0,Tour Bình Ba 2N2Đ: HCM - Hòn Yến - BBQ Hải Sản Tôm Hùm - Chùa Từ Vân,2025-07-30T00:25:36.051524
0.11,1,0,0,0,0,Tour Nha Trang Trong Ngày: Trải Nghiệm Đi Bộ Dưới Đáy Biển,2025-07-30T00:25:36.052525
0.0,1,0,0,1,0,Tour Nha Trang Trong Ngày: Khám Phá 3 Đảo Hòn Mun - Làng Chài - Bãi Tranh,2025-07-30T00:25:36.053547
0.0,1,0,0,1,0,Tour 3 Đảo Trong Ngày: Nha Trang - Bãi Tranh - Làng Chài - Bãi Sỏi,2025-07-30T00:25:36.054606
0.165,1,0,0,1,0,Tour Bình Hưng Trong Ngày: Nha Trang - Bình Hưng - Thiên Đường Du Lịch,2025-07-30T00:25:36.055631
0.415,1,0,0,1,0,Tour Phú Yên Trong Ngày (Đón Từ Nha Trang): Khám Phá Thiên Nhiên Hoang Sơ,2025-07-30T00:25:36.056655
0.084,0,0,0,0,0,Tour Nha Trang - Đà Lạt 4N3Đ (Đón Từ Nha Trang): Khám Phá Thành Phố Hoa Biển và Xứ Sở Ngàn Hoa,2025-07-30T00:25:36.057758
0.0,0,0,0,0,0,Tour Nha Trang - Ninh Thuận 4N3Đ (Đón Từ Nha Trang): Khám Phá Vịnh Nha Trang & Vườn Nho Ninh Thuận,2025-07-30T00:25:36.058807
0.0,1,0,0,0,0,Tour Nha Trang Trong Ngày: Du Ngoạn Đảo Hòn Tằm,2025-07-30T00:25:36.059813
0.0,0,0,0,0,0,Tour Nha Trang - Đà Lạt 5N4Đ (Đón Từ Nha Trang): Du Ngoạn Vịnh Ngọc - Săn Mây Cao Nguyên,2025-07-30T00:25:36.060820
0.0,1,0,0,1,0,Tour 3 Đảo Cano Trong Ngày: Du Ngoạn Đảo Khám Phá Vịnh Nha Trang,2025-07-30T00:25:36.061830
0.0,1,0,1,0,0,Tour Nha Trang - Ninh Thuận 3N2Đ (Đón Từ Nha Trang): Khám Phá Vịnh Nha Trang - Đồng Cừu,2025-07-30T00:25:36.062855
0.0,1,0,0,0,0,Tour Nha Trang Trong Ngày: Du Ngoạn Vịnh Nha Phu - Đảo Hoa Lan - Đảo Khỉ,2025-07-30T00:25:36.063858
0.0,1,0,1,0,0,Tour Phú Yên 3N3Đ: HCM - Gành Đá Dĩa - Đảo Hòn Nưa - Canary Garden (Xe limousine),2025-07-30T00:25:36.064887
0.111,1,0,1,0,0,Tour Nha Trang - Đà Lạt 3N3Đ: Hành Trình Hoa Và Biển,2025-07-30T00:25:36.066058
0.0,0,0,0,1,0,Tour Nha Trang - Đà Lạt 5N4Đ: Hà Nội - Tháp Bà Ponagar - Bãi Tranh - Đà Lạt View Coffee - Thung Lũng Tình Yêu,2025-07-30T00:25:36.067108
0.0,1,0,0,1,0,Tour Nha Trang Trong Ngày: Khám Phá 3 Đảo Vip Hòn Mun - Hòn Tằm,2025-07-30T00:25:36.068114
0.0,1,0,0,0,0,Tour Nha Trang Trong Ngày: Khám Phá 3 Đảo Hòn Mun - Làng Chài - Mini Beach,2025-07-30T00:25:36.069124
0.0,1,0,1,1,0,Tour Nha Trang 3N3Đ: Nhũ Tiên - Du Thuyền Emperor Cruises - Buffet Hải Sản,2025-07-30T00:25:36.070169
0.0,1,0,0,0,0,Tour Nha Trang Trong Ngày: Khám Phá Bãi Tranh - Làng Chài - Mini Beach,2025-07-30T00:25:36.071180
0.133,1,0,0,1,0,Tour Nha Trang Trong Ngày: City Tour Khám Phá Hòn Ngọc Biển Đông,2025-07-30T00:25:36.072182
0.0,0,0,1,1,0,Tour Phú Quốc 3N2Đ: HCM - Phú Quốc - KDL Hòn Thơm - Grand World,2025-07-30T00:25:36.073207
0.0,0,0,1,1,0,Tour Phú Quốc 3N2Đ: HCM - Grand World - BBQ Trên Tàu Ngắm Hoàng Hôn,2025-07-30T00:25:36.074329
0.0,0,0,1,0,0,Tour Phú Quốc 3N2Đ: HCM - Phú Quốc - Safari - Vinwonders - Sunset Town,2025-07-30T00:25:36.075401
0.0,0,0,1,1,0,Tour Phú Quốc 3N2Đ: Grand World - Thị Trấn Hoàng Hôn - Cáp Treo Hòn Thơm,2025-07-30T00:25:36.076455
0.0,1,0,0,1,0,Tour Trải Nghiệm Phú Quốc Trong Ngày: Cano Hòn Gầm Ghì - Hòn Mây Rút - Hòn Móng Tay,2025-07-30T00:25:36.077494
0.0,1,0,0,1,0,Tour Phú Quốc Trong Ngày: Cano Khám Phá Các Đảo - Cáp Treo Hòn Thơm,2025-07-30T00:25:36.078525
0.0,0,0,1,1,0,Tour Phú Quốc 3N2Đ: HCM - Phú Quốc - Câu Cá Lặn Ngắm San Hô - Grand World,2025-07-30T00:25:36.079534
0.0,1,0,0,1,0,Tour Cano 3 Đảo Phú Quốc Trong Ngày: Cano Hòn Mây Rút - Hòn Móng Tay - Gầm Ghì,2025-07-30T00:25:36.080539
0.0,0,0,0,1,0,Tour Phú Quốc 4N3D: Hà Nội - Phú Quốc - Grand World - Lặn Ngắm San Hô,2025-07-30T00:25:36.081565
0.0,0,0,1,1,0,Tour Phú Quốc 3N2Đ: HCM - Grand World - Câu Cá - Lặn Ngắm San Hô,2025-07-30T00:25:36.082614
0.0,1,0,0,1,0,Tour Phú Quốc (Đón Từ Phú Quốc) 1N: Khám Phá City Đông - Nam Đảo,2025-07-30T00:25:36.083638
0.0,0,0,0,1,0,Tour Phú Quốc 4N3Đ: Hà Nội - Đảo Ngọc Phú Quốc,2025-07-30T00:25:36.084654
0.0,0,0,1,0,0,Tour Phú Quốc 3N2Đ: HCM - Vinpearl Safari - Vinwonders - Sunset Town,2025-07-30T00:25:36.085655
0.0,1,0,1,1,0,Tour Phú Quốc 3N2Đ: Grand World - 4 Đảo - Ngắm San Hô - Hòn Thơm,2025-07-30T00:25:36.086668
0.0,0,0,1,1,0,Tour Xe Lửa Miền Trung 3N4Đ: Khám Phá Quy Nhơn - Phú Yên,2025-07-30T00:25:36.087664
0.0,0,0,0,1,0,Tour Quy Nhơn - Phú Yên 4N3Đ: Hà Nội - Xứ Sở Hoa Vàng Cỏ Xanh - Ghềnh Đá Đĩa - Check-in Eo Gió,2025-07-30T00:25:36.088688
0.0,1,0,1,1,0,Tour Quy Nhơn - Phú Yên 3N3Đ: Hòn Khô - Gành Đá Dĩa - Tháp Nhạn,2025-07-30T00:25:36.089684
0.0,0,0,1,1,0,Tour Miền Trung 3N2Đ: HCM - Quy Nhơn - Kỳ Co Eo Gió - Phú Yên,2025-07-30T00:25:36.090722
0.0,0,0,0,0,0,Tour Quy Nhơn 4N3Đ: Hà Nội - Quy Nhơn - Phú Yên - Tuy Hòa,2025-07-30T00:25:36.091756
0.0,0,0,0,1,0,Tour Quy Nhơn - Phú Yên 4N3Đ: Khám Phá Xứ Nẫu,2025-07-30T00:25:36.092806
0.0,1,0,1,1,0,Tour Miền Trung 3N3Đ: HCM - Quy Nhơn - Phú Yên Xe VIP,2025-07-30T00:25:36.093812
0.0,1,0,1,0,0,Tour Phú Yên - Quý Nhơn 3N3Đ: Đảo Kỳ Co - Gành Đá Đĩa - Đầm Ô Loan Xe Giường Nằm,2025-07-30T00:25:36.094837
0.0,1,0,0,1,0,Tour Liên Tuyến Miền Trung 4N4Đ: Quy Nhơn - Phú Yên (Xe Giường Nằm),2025-07-30T00:25:36.095850
0.415,1,0,0,1,0,Tour Phú Yên Trong Ngày (Đón Từ Nha Trang): Khám Phá Thiên Nhiên Hoang Sơ,2025-07-30T00:25:36.096878
0.0,1,0,0,0,0,Tour Phú Yên Trong Ngày: Khám Phá Xứ Sở Hoa Vàng Cỏ Xanh,2025-07-30T00:25:36.097901
0.104,0,0,0,0,0,Tour Quy Nhơn - Phú Yên 4N3Đ (Khởi hành từ Quy Nhơn): Bình Yên Phố Biển,2025-07-30T00:25:36.099039
0.0,1,0,1,0,0,Tour Phú Yên 3N3Đ: HCM - Gành Đá Dĩa - Đảo Hòn Nưa - Canary Garden (Xe limousine),2025-07-30T00:25:36.100157
0.0,1,0,1,0,0,Tour Quy Nhơn 3N2Đ: Khám Phá Miền Đất Võ,2025-07-30T00:25:36.101214
0.0,1,0,1,1,0,Tour Quy Nhơn - Phú Yên 3N2Đ (Khởi Hành từ Quy Nhơn): Một Thoáng Bình Yên,2025-07-30T00:25:36.102237
0.0,0,0,1,1,0,Tour Xe Lửa Miền Trung 3N4Đ: Khám Phá Quy Nhơn - Phú Yên,2025-07-30T00:25:36.103250
0.0,0,0,0,1,0,Tour Quy Nhơn - Phú Yên 4N3Đ: Hà Nội - Xứ Sở Hoa Vàng Cỏ Xanh - Ghềnh Đá Đĩa - Check-in Eo Gió,2025-07-30T00:25:36.104256
0.0,1,0,1,1,0,Tour Quy Nhơn - Phú Yên 3N3Đ: Hòn Khô - Gành Đá Dĩa - Tháp Nhạn,2025-07-30T00:25:36.105254
0.0,0,0,1,1,0,Tour Miền Trung 3N2Đ: HCM - Quy Nhơn - Kỳ Co Eo Gió - Phú Yên,2025-07-30T00:25:36.106260
0.0,0,0,0,0,0,Tour Quy Nhơn 4N3Đ: Hà Nội - Quy Nhơn - Phú Yên - Tuy Hòa,2025-07-30T00:25:36.107378
0.0,0,0,0,1,0,Tour Quy Nhơn - Phú Yên 4N3Đ: Khám Phá Xứ Nẫu,2025-07-30T00:25:36.108448
0.0,1,0,1,1,0,Tour Miền Trung 3N3Đ: HCM - Quy Nhơn - Phú Yên Xe VIP,2025-07-30T00:25:36.109493
0.0,1,0,1,0,0,Tour Phú Yên - Quý Nhơn 3N3Đ: Đảo Kỳ Co - Gành Đá Đĩa - Đầm Ô Loan Xe Giường Nằm,2025-07-30T00:25:36.110508
0.0,1,0,0,1,0,Tour Liên Tuyến Miền Trung 4N4Đ: Quy Nhơn - Phú Yên (Xe Giường Nằm),2025-07-30T00:25:36.111516
0.0,1,0,0,1,0,Tour Quy Nhơn Trong Ngày: Khám Phá Kỳ Co - Eo Gió,2025-07-30T00:25:36.112525
0.0,1,0,0,0,0,Tour Quy Nhơn Nửa Ngày: Tham Quan City Quy Nhơn,2025-07-30T00:25:36.113565
0.0,1,0,0,0,0,Tour Quy Nhơn Nửa Ngày: Khám Phá Thành Phố Quy Nhơn,2025-07-30T00:25:36.114567
0.0,1,0,0,1,0,Tour Quy Nhơn Trong Ngày: Khám Phá Kỳ Co - Eo Gió- Trung Lương,2025-07-30T00:25:36.115672
